epoch,train_loss,val_loss,train_acc_action,train_acc_status,val_acc_action,val_acc_status,learning_rate
1,1.772294819355011,1.7682225704193115,0.3076923076923077,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
2,1.7699161767959595,1.7644314765930176,0.23076923076923078,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
3,1.765716552734375,1.7609188556671143,0.38461538461538464,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
4,1.7627993822097778,1.7573633193969727,0.3076923076923077,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
5,1.7573948502540588,1.7534397840499878,0.38461538461538464,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
6,1.7533295154571533,1.7499961853027344,0.3269230769230769,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
7,1.7546582221984863,1.7470623254776,0.3269230769230769,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
8,1.753833293914795,1.743725061416626,0.3269230769230769,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
9,1.7413331270217896,1.739837646484375,0.3269230769230769,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
10,1.7485912442207336,1.7353565692901611,0.3269230769230769,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
11,1.7485137581825256,1.7301452159881592,0.3269230769230769,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
12,1.733849287033081,1.7233750820159912,0.3269230769230769,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
13,1.734115481376648,1.7139408588409424,0.3076923076923077,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
14,1.7225378155708313,1.6987805366516113,0.36538461538461536,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
15,1.70436692237854,1.6680256128311157,0.34615384615384615,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
16,1.6952770948410034,1.592482328414917,0.34615384615384615,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
17,1.656132161617279,1.5554603338241577,0.36538461538461536,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
18,1.6920785903930664,1.5442250967025757,0.28846153846153844,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
19,1.662874162197113,1.54075288772583,0.36538461538461536,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
20,1.616441011428833,1.53764009475708,0.3269230769230769,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
21,1.6306582689285278,1.5342013835906982,0.40384615384615385,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
22,1.6303368210792542,1.5308442115783691,0.38461538461538464,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
23,1.6639443039894104,1.5305233001708984,0.34615384615384615,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
24,1.5928760170936584,1.5313433408737183,0.38461538461538464,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
25,1.6449960470199585,1.5310920476913452,0.28846153846153844,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
26,1.5689056515693665,1.5312397480010986,0.3076923076923077,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
27,1.6160085201263428,1.5311570167541504,0.5,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
28,1.6053668856620789,1.5324424505233765,0.38461538461538464,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
29,1.6055060029029846,1.533236026763916,0.36538461538461536,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
30,1.6011765003204346,1.5327647924423218,0.3076923076923077,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
31,1.5543354153633118,1.5322624444961548,0.4230769230769231,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
32,1.5759191513061523,1.5330976247787476,0.46153846153846156,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
33,1.5722950100898743,1.533136010169983,0.38461538461538464,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
34,1.6695703268051147,1.5345726013183594,0.3269230769230769,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
35,1.5638867020606995,1.5370523929595947,0.38461538461538464,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
36,1.5656393766403198,1.5380953550338745,0.28846153846153844,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
37,1.6467048525810242,1.5390288829803467,0.34615384615384615,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
38,1.5382113456726074,1.5404455661773682,0.25,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
39,1.5428935289382935,1.5424001216888428,0.3269230769230769,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
40,1.6517923474311829,1.5433831214904785,0.17307692307692307,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
41,1.6674851179122925,1.543571949005127,0.2692307692307692,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
42,1.642715573310852,1.5432265996932983,0.2692307692307692,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
43,1.6204073429107666,1.5431782007217407,0.25,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
44,1.6472609639167786,1.5435124635696411,0.3269230769230769,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
45,1.5744976997375488,1.544429898262024,0.38461538461538464,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
46,1.5284921526908875,1.5451593399047852,0.4230769230769231,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
47,1.6020612120628357,1.5458576679229736,0.28846153846153844,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
48,1.5067291259765625,1.5451948642730713,0.38461538461538464,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
49,1.5767399072647095,1.543576955795288,0.4423076923076923,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
50,1.6124889850616455,1.541431188583374,0.34615384615384615,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
51,1.5633580088615417,1.5397285223007202,0.38461538461538464,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
52,1.5734077095985413,1.5381765365600586,0.3269230769230769,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
53,1.6253308653831482,1.5363242626190186,0.3269230769230769,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
54,1.5688376426696777,1.5344525575637817,0.38461538461538464,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
55,1.5993130207061768,1.534352421760559,0.34615384615384615,0.8269230769230769,0.21428571428571427,0.8571428571428571,4e-05
56,1.5541011691093445,1.5342108011245728,0.3269230769230769,0.8269230769230769,0.21428571428571427,0.8571428571428571,4e-05
57,1.559613287448883,1.5341951847076416,0.21153846153846154,0.8269230769230769,0.21428571428571427,0.8571428571428571,4e-05
58,1.6302322745323181,1.5340691804885864,0.19230769230769232,0.8269230769230769,0.21428571428571427,0.8571428571428571,4e-05
