epoch,train_loss,test_loss,train_acc_action,test_acc_action,train_acc_status,test_acc_status,learning_rate,epoch_time
1,1.8736249208450317,1.783656120300293,34.61538461538461,42.857142857142854,23.076923076923077,21.428571428571427,0.00039990131207314633,0.8727743625640869
2,1.7711753249168396,1.8576252460479736,50.0,28.571428571428573,40.38461538461539,78.57142857142857,0.00039960534568565434,0.5944299697875977
3,1.7468801736831665,1.7009556293487549,51.92307692307692,42.857142857142854,50.0,85.71428571428571,0.00039911239292061604,0.5852601528167725
4,1.769731879234314,1.8450782299041748,40.38461538461539,21.428571428571427,59.61538461538461,57.142857142857146,0.00039842294026289565,0.595679759979248
5,1.7283394932746887,1.7388262748718262,48.07692307692308,28.571428571428573,63.46153846153846,71.42857142857143,0.0003975376681190276,0.5898241996765137
6,1.7274137735366821,1.608669400215149,44.23076923076923,50.0,69.23076923076923,92.85714285714286,0.0003964574501457378,0.6055302619934082
7,1.6973444819450378,1.591331958770752,51.92307692307692,57.142857142857146,69.23076923076923,78.57142857142857,0.00039518335238774953,0.5937860012054443
8,1.6417014002799988,1.6917414665222168,44.23076923076923,35.714285714285715,78.84615384615384,78.57142857142857,0.00039371663222572626,0.5888378620147705
9,1.665534257888794,1.6868455410003662,44.23076923076923,42.857142857142854,76.92307692307692,85.71428571428571,0.0003920587371353887,0.5901684761047363
10,1.6318165063858032,1.619361162185669,53.84615384615385,42.857142857142854,75.0,85.71428571428571,0.0003902113032590308,0.5940988063812256
11,1.6296066641807556,1.6942038536071777,38.46153846153846,42.857142857142854,76.92307692307692,85.71428571428571,0.0003881761537908452,0.592914342880249
12,1.5902838706970215,1.5953236818313599,48.07692307692308,42.857142857142854,76.92307692307692,85.71428571428571,0.0003859552971776504,0.5889062881469727
13,1.5402737855911255,1.5184037685394287,57.69230769230769,64.28571428571429,80.76923076923077,85.71428571428571,0.0003835509251367963,0.5871744155883789
14,1.6622928977012634,1.4825658798217773,46.15384615384615,78.57142857142857,82.6923076923077,85.71428571428571,0.000380965410493204,0.6007857322692871
15,1.546802580356598,1.3947887420654297,57.69230769230769,71.42857142857143,82.6923076923077,85.71428571428571,0.0003782013048376737,0.5999405384063721
16,1.4839444756507874,1.4434311389923096,55.76923076923077,78.57142857142857,82.6923076923077,85.71428571428571,0.00037526133600877283,0.5959794521331787
17,1.441521167755127,1.4730923175811768,59.61538461538461,64.28571428571429,80.76923076923077,85.71428571428571,0.0003721484054007889,0.5942747592926025
18,1.5353223085403442,1.421832799911499,57.69230769230769,57.142857142857146,82.6923076923077,85.71428571428571,0.0003688655851004032,0.5892617702484131
19,1.523848056793213,1.3737655878067017,63.46153846153846,64.28571428571429,82.6923076923077,85.71428571428571,0.00036541611485491255,0.5861036777496338
20,1.4005372524261475,1.4486724138259888,71.15384615384616,57.142857142857146,82.6923076923077,85.71428571428571,0.0003618033988749897,0.5870916843414307
21,1.5401420593261719,1.3997056484222412,50.0,50.0,82.6923076923077,85.71428571428571,0.00035803100247513823,0.583871603012085
22,1.3971670866012573,1.3930866718292236,63.46153846153846,50.0,80.76923076923077,85.71428571428571,0.000354102648555158,0.5867063999176025
23,1.370241641998291,1.2602672576904297,63.46153846153846,71.42857142857143,82.6923076923077,85.71428571428571,0.0003500222139260921,0.583946704864502
24,1.4842491149902344,1.340649127960205,48.07692307692308,57.142857142857146,78.84615384615384,85.71428571428571,0.00034579372548428246,0.5990004539489746
25,1.3053556680679321,1.416151762008667,65.38461538461539,50.0,80.76923076923077,85.71428571428571,0.0003414213562373096,0.5874550342559814
26,1.4086671471595764,1.4871339797973633,53.84615384615385,57.142857142857146,82.6923076923077,85.71428571428571,0.00033690942118573785,0.6138062477111816
27,1.3664250373840332,1.4830708503723145,61.53846153846154,50.0,82.6923076923077,85.71428571428571,0.0003322623730647305,0.5897819995880127
28,1.3253219723701477,1.2369105815887451,67.3076923076923,57.142857142857146,82.6923076923077,85.71428571428571,0.00032748479794973803,0.5918800830841064
29,1.3435332775115967,1.286611795425415,67.3076923076923,64.28571428571429,82.6923076923077,85.71428571428571,0.00032258141073059543,0.5900468826293945
30,1.3587770462036133,1.2032991647720337,65.38461538461539,78.57142857142857,82.6923076923077,85.71428571428571,0.0003175570504584948,0.5871782302856445
31,1.2497183084487915,0.992884635925293,75.0,92.85714285714286,82.6923076923077,85.71428571428571,0.0003124166755704263,0.5880348682403564
32,1.3089823126792908,1.003608226776123,65.38461538461539,92.85714285714286,80.76923076923077,85.71428571428571,0.0003071653589957995,0.5920956134796143
33,1.3480894565582275,1.1505787372589111,69.23076923076923,71.42857142857143,78.84615384615384,85.71428571428571,0.00030180828315007444,0.5966653823852539
34,1.3356059193611145,1.2213268280029297,61.53846153846154,71.42857142857143,82.6923076923077,85.71428571428571,0.0002963507348203432,0.5984699726104736
35,1.2772928476333618,0.9610401391983032,71.15384615384616,85.71428571428571,80.76923076923077,85.71428571428571,0.00029079809994790953,0.5875415802001953
36,1.174641489982605,1.101632833480835,73.07692307692308,78.57142857142857,82.6923076923077,85.71428571428571,0.00028515585831301473,0.5837299823760986
37,1.2856754064559937,0.9448342323303223,69.23076923076923,85.71428571428571,82.6923076923077,85.71428571428571,0.0002794295781269563,0.5865256786346436
38,1.1861170530319214,0.8852715492248535,75.0,92.85714285714286,82.6923076923077,85.71428571428571,0.0002736249105369358,0.5948259830474854
39,1.1822872757911682,0.9139305353164673,73.07692307692308,85.71428571428571,82.6923076923077,85.71428571428571,0.0002677475840490585,0.5938990116119385
40,1.1212998628616333,1.0083359479904175,78.84615384615384,78.57142857142857,82.6923076923077,85.71428571428571,0.0002618033988749897,0.591357946395874
41,1.1761180758476257,0.9540212154388428,76.92307692307692,78.57142857142857,82.6923076923077,85.71428571428571,0.0002557982212078461,0.5927979946136475
42,1.1409690976142883,1.225587248802185,65.38461538461539,64.28571428571429,84.61538461538461,85.71428571428571,0.00024973797743297113,0.5931401252746582
43,1.0986641645431519,0.8292568922042847,78.84615384615384,92.85714285714286,82.6923076923077,85.71428571428571,0.00024362864827930873,0.5925211906433105
44,1.21796053647995,1.0485492944717407,69.23076923076923,78.57142857142857,82.6923076923077,85.71428571428571,0.00023747626291714514,0.5916397571563721
45,1.143604040145874,1.0968860387802124,75.0,78.57142857142857,80.76923076923077,85.71428571428571,0.00023128689300804637,0.5924484729766846
46,1.1896163523197174,0.7972385287284851,75.0,92.85714285714286,82.6923076923077,85.71428571428571,0.00022506664671286108,0.5948359966278076
47,1.0281921327114105,1.0804426670074463,82.6923076923077,71.42857142857143,80.76923076923077,85.71428571428571,0.00021882166266370303,0.5820395946502686
48,1.1152099967002869,1.3164077997207642,73.07692307692308,64.28571428571429,86.53846153846153,85.71428571428571,0.00021255810390586287,0.5902376174926758
49,1.0918568968772888,1.0880112648010254,80.76923076923077,71.42857142857143,82.6923076923077,85.71428571428571,0.00020628215181562584,0.5853519439697266
50,1.0815185010433197,0.992868185043335,76.92307692307692,78.57142857142857,84.61538461538461,85.71428571428571,0.00020000000000000017,0.5909090042114258
51,1.014391303062439,1.1164747476577759,82.6923076923077,78.57142857142857,84.61538461538461,85.71428571428571,0.0001937178481843745,0.585167646408081
52,1.08521169424057,1.2609784603118896,71.15384615384616,71.42857142857143,82.6923076923077,85.71428571428571,0.00018744189609413747,0.5889854431152344
53,1.060583233833313,0.8816239833831787,73.07692307692308,78.57142857142857,80.76923076923077,85.71428571428571,0.00018117833733629726,0.5915586948394775
54,0.9957217276096344,1.2640947103500366,76.92307692307692,57.142857142857146,84.61538461538461,85.71428571428571,0.0001749333532871393,0.5893082618713379
55,1.125131368637085,1.1114479303359985,71.15384615384616,64.28571428571429,82.6923076923077,85.71428571428571,0.00016871310699195395,0.5922408103942871
56,1.1396371126174927,0.9830974340438843,80.76923076923077,85.71428571428571,82.6923076923077,85.71428571428571,0.0001625237370828552,0.5889616012573242
57,1.0752295851707458,0.846696674823761,80.76923076923077,78.57142857142857,82.6923076923077,85.71428571428571,0.00015637135172069167,0.5907468795776367
58,1.2264195084571838,1.1782982349395752,73.07692307692308,78.57142857142857,86.53846153846153,85.71428571428571,0.00015026202256702916,0.590111494064331
59,1.0533450245857239,0.924044132232666,82.6923076923077,78.57142857142857,84.61538461538461,85.71428571428571,0.0001442017787921543,0.5862195491790771
60,1.1885377764701843,0.8453595042228699,80.76923076923077,92.85714285714286,84.61538461538461,85.71428571428571,0.0001381966011250107,0.5901639461517334
61,1.0705403685569763,0.780925989151001,82.6923076923077,92.85714285714286,88.46153846153847,85.71428571428571,0.00013225241595094187,0.5873801708221436
62,1.1216816306114197,0.9786170721054077,76.92307692307692,85.71428571428571,82.6923076923077,85.71428571428571,0.0001263750894630646,0.6102457046508789
63,1.0989539623260498,1.6596779823303223,78.84615384615384,71.42857142857143,80.76923076923077,85.71428571428571,0.00012057042187304399,0.5934338569641113
64,1.2214744687080383,1.3296231031417847,71.15384615384616,57.142857142857146,82.6923076923077,85.71428571428571,0.00011484414168698559,0.593024730682373
65,1.0112472176551819,0.821931004524231,84.61538461538461,85.71428571428571,82.6923076923077,85.71428571428571,0.00010920190005209077,0.5888175964355469
66,0.9970945119857788,0.98023521900177,86.53846153846153,85.71428571428571,82.6923076923077,85.71428571428571,0.00010364926517965704,0.5904629230499268
67,1.1173993945121765,0.9042375087738037,78.84615384615384,78.57142857142857,84.61538461538461,85.71428571428571,9.819171684992585e-05,0.5919880867004395
68,1.1003786325454712,1.0069496631622314,63.46153846153846,71.42857142857143,82.6923076923077,85.71428571428571,9.283464100420074e-05,0.5910375118255615
69,0.9555443525314331,1.3343088626861572,76.92307692307692,57.142857142857146,82.6923076923077,85.71428571428571,8.758332442957398e-05,0.5904598236083984
70,1.1977932453155518,1.1533238887786865,73.07692307692308,64.28571428571429,82.6923076923077,85.71428571428571,8.24429495415055e-05,0.5913386344909668
71,0.9223986566066742,0.8380782008171082,86.53846153846153,85.71428571428571,86.53846153846153,85.71428571428571,7.741858926940478e-05,0.5953552722930908
72,0.9914220571517944,0.8745317459106445,82.6923076923077,85.71428571428571,82.6923076923077,85.71428571428571,7.251520205026215e-05,0.5899326801300049
73,0.8849062621593475,1.0243078470230103,88.46153846153847,71.42857142857143,84.61538461538461,85.71428571428571,6.773762693526975e-05,0.5861594676971436
74,0.8911836743354797,0.94591224193573,86.53846153846153,78.57142857142857,86.53846153846153,85.71428571428571,6.309057881426234e-05,0.595388650894165
75,0.9690808653831482,0.7220586538314819,82.6923076923077,92.85714285714286,80.76923076923077,85.71428571428571,5.857864376269059e-05,0.5888955593109131
76,1.0111045241355896,1.1961898803710938,76.92307692307692,71.42857142857143,84.61538461538461,85.71428571428571,5.420627451571781e-05,0.5972998142242432
77,0.912016749382019,1.023474931716919,84.61538461538461,85.71428571428571,84.61538461538461,85.71428571428571,4.9977786073908174e-05,0.5925486087799072
78,1.0491345822811127,1.1089260578155518,75.0,71.42857142857143,80.76923076923077,85.71428571428571,4.5897351444842234e-05,0.5872054100036621
79,0.9251626133918762,0.9461582899093628,82.6923076923077,78.57142857142857,88.46153846153847,85.71428571428571,4.1968997524861976e-05,0.593970775604248
80,0.8959006667137146,0.8478570580482483,88.46153846153847,92.85714285714286,80.76923076923077,85.71428571428571,3.8196601125010586e-05,0.5839385986328125
81,1.013329178094864,1.1577627658843994,78.84615384615384,78.57142857142857,82.6923076923077,85.71428571428571,3.458388514508772e-05,0.5965077877044678
82,1.104690968990326,1.0449936389923096,80.76923076923077,85.71428571428571,82.6923076923077,85.71428571428571,3.113441489959707e-05,0.5873596668243408
83,0.9445088505744934,0.8845298290252686,82.6923076923077,92.85714285714286,80.76923076923077,85.71428571428571,2.7851594599211286e-05,0.5956761837005615
84,1.0054747462272644,0.817905068397522,73.07692307692308,100.0,80.76923076923077,85.71428571428571,2.4738663991227316e-05,0.591564416885376
85,0.9507235586643219,0.7960879802703857,84.61538461538461,78.57142857142857,80.76923076923077,85.71428571428571,2.179869516232647e-05,0.5932116508483887
86,0.9983426928520203,0.9758630394935608,82.6923076923077,78.57142857142857,86.53846153846153,85.71428571428571,1.9034589506796152e-05,0.5926289558410645
87,1.0040439069271088,0.7523490190505981,88.46153846153847,92.85714285714286,84.61538461538461,85.71428571428571,1.6449074863203837e-05,0.5928161144256592
88,0.9147180020809174,0.9697914123535156,88.46153846153847,85.71428571428571,82.6923076923077,85.71428571428571,1.4044702822349747e-05,0.5927608013153076
89,0.9665016531944275,1.1956816911697388,78.84615384615384,57.142857142857146,80.76923076923077,85.71428571428571,1.1823846209154923e-05,0.5939598083496094
90,0.9416095614433289,1.214250087738037,86.53846153846153,71.42857142857143,80.76923076923077,85.71428571428571,9.788696740969305e-06,0.5900993347167969
91,1.2045947909355164,0.887127697467804,76.92307692307692,85.71428571428571,84.61538461538461,85.71428571428571,7.941262864611418e-06,0.5912494659423828
92,1.103566825389862,0.7756697535514832,78.84615384615384,85.71428571428571,80.76923076923077,85.71428571428571,6.283367774273814e-06,0.5924158096313477
93,0.9631743431091309,0.9339426755905151,84.61538461538461,78.57142857142857,84.61538461538461,85.71428571428571,4.816647612250541e-06,0.5928583145141602
94,1.0110527575016022,0.7164146900177002,84.61538461538461,92.85714285714286,82.6923076923077,85.71428571428571,3.54254985426226e-06,0.5882105827331543
95,1.0467804074287415,0.7419764995574951,82.6923076923077,92.85714285714286,82.6923076923077,85.71428571428571,2.462331880972471e-06,0.5913729667663574
96,0.8904682695865631,1.0994573831558228,84.61538461538461,71.42857142857143,82.6923076923077,85.71428571428571,1.577059737104449e-06,0.5938503742218018
97,0.9663342237472534,1.0793657302856445,82.6923076923077,71.42857142857143,80.76923076923077,85.71428571428571,8.876070793840018e-07,0.5931949615478516
98,0.9911550879478455,0.8198480606079102,86.53846153846153,78.57142857142857,84.61538461538461,85.71428571428571,3.946543143456887e-07,0.5871601104736328
99,0.8632635772228241,0.8737313747406006,86.53846153846153,85.71428571428571,82.6923076923077,85.71428571428571,9.86879268536801e-08,0.5876238346099854
100,1.020782470703125,0.8114977478981018,84.61538461538461,78.57142857142857,82.6923076923077,85.71428571428571,0.0,0.5952713489532471
101,1.010275959968567,0.8939675092697144,84.61538461538461,71.42857142857143,78.84615384615384,85.71428571428571,2.467198171342e-07,0.5854794979095459
102,1.1278263926506042,1.0193010568618774,76.92307692307692,78.57142857142857,82.6923076923077,85.71428571428571,9.866357858642204e-07,0.5908081531524658
103,1.2251749634742737,0.9592714309692383,78.84615384615384,64.28571428571429,82.6923076923077,85.71428571428571,2.2190176984600015e-06,0.5875692367553711
104,0.9824379682540894,0.912010133266449,78.84615384615384,85.71428571428571,84.61538461538461,85.71428571428571,3.9426493427610614e-06,0.5878579616546631
105,0.8888240158557892,1.0751523971557617,78.84615384615384,78.57142857142857,88.46153846153847,85.71428571428571,6.155829702431114e-06,0.5863099098205566
106,1.106172889471054,0.969792902469635,80.76923076923077,85.71428571428571,84.61538461538461,85.71428571428571,8.856374635655695e-06,0.5822892189025879
107,1.0091989636421204,1.0117204189300537,86.53846153846153,71.42857142857143,86.53846153846153,85.71428571428571,1.2041619030626284e-05,0.5864303112030029
108,0.9791133403778076,1.1142618656158447,78.84615384615384,64.28571428571429,84.61538461538461,85.71428571428571,1.570841943568441e-05,0.5928242206573486
109,1.0661186575889587,1.0215636491775513,78.84615384615384,78.57142857142857,82.6923076923077,85.71428571428571,1.9853157161528415e-05,0.5924084186553955
110,1.079421579837799,1.094000220298767,71.15384615384616,71.42857142857143,84.61538461538461,85.71428571428571,2.447174185242318e-05,0.5938010215759277
