epoch,train_loss,test_loss,train_acc_action,test_acc_action,train_acc_status,test_acc_status,learning_rate,epoch_time
1,1.863879144191742,1.786163568496704,36.53846153846154,35.714285714285715,21.153846153846153,21.428571428571427,0.00039990131207314633,0.8640346527099609
2,1.7374274730682373,1.8360159397125244,51.92307692307692,42.857142857142854,48.07692307692308,71.42857142857143,0.00039960534568565434,0.6017036437988281
3,1.7458757162094116,1.6521615982055664,44.23076923076923,42.857142857142854,53.84615384615385,92.85714285714286,0.00039911239292061604,0.5972344875335693
4,1.7711616158485413,1.8294460773468018,40.38461538461539,28.571428571428573,67.3076923076923,57.142857142857146,0.00039842294026289565,0.5908899307250977
5,1.7256898283958435,1.6814194917678833,42.30769230769231,28.571428571428573,73.07692307692308,71.42857142857143,0.0003975376681190276,0.594841480255127
6,1.6709814071655273,1.588932752609253,50.0,50.0,76.92307692307692,85.71428571428571,0.0003964574501457378,0.5926437377929688
7,1.6896913647651672,1.5518698692321777,48.07692307692308,57.142857142857146,75.0,85.71428571428571,0.00039518335238774953,0.5910696983337402
8,1.6236299872398376,1.631157636642456,46.15384615384615,42.857142857142854,82.6923076923077,85.71428571428571,0.00039371663222572626,0.5960636138916016
9,1.633341133594513,1.66190767288208,46.15384615384615,35.714285714285715,80.76923076923077,85.71428571428571,0.0003920587371353887,0.594036340713501
10,1.6370524168014526,1.5832175016403198,44.23076923076923,50.0,75.0,85.71428571428571,0.0003902113032590308,0.5949699878692627
11,1.6052170991897583,1.6640849113464355,40.38461538461539,28.571428571428573,82.6923076923077,85.71428571428571,0.0003881761537908452,0.5980277061462402
12,1.5529822707176208,1.5976512432098389,53.84615384615385,35.714285714285715,80.76923076923077,85.71428571428571,0.0003859552971776504,0.5949318408966064
13,1.5064398050308228,1.4854462146759033,53.84615384615385,57.142857142857146,80.76923076923077,85.71428571428571,0.0003835509251367963,0.594700813293457
14,1.6211342215538025,1.4784865379333496,46.15384615384615,50.0,82.6923076923077,85.71428571428571,0.000380965410493204,0.5905013084411621
15,1.5655728578567505,1.3511056900024414,55.76923076923077,57.142857142857146,82.6923076923077,85.71428571428571,0.0003782013048376737,0.5979304313659668
16,1.4947261810302734,1.4137256145477295,53.84615384615385,64.28571428571429,82.6923076923077,85.71428571428571,0.00037526133600877283,0.5930895805358887
17,1.4203373193740845,1.4224653244018555,65.38461538461539,57.142857142857146,80.76923076923077,85.71428571428571,0.0003721484054007889,0.5945606231689453
18,1.4987610578536987,1.4260172843933105,53.84615384615385,64.28571428571429,82.6923076923077,85.71428571428571,0.0003688655851004032,0.5898036956787109
19,1.4464055299758911,1.321624755859375,63.46153846153846,64.28571428571429,82.6923076923077,85.71428571428571,0.00036541611485491255,0.5909075736999512
20,1.3739059567451477,1.4156508445739746,73.07692307692308,50.0,82.6923076923077,85.71428571428571,0.0003618033988749897,0.5957982540130615
21,1.4967740178108215,1.3271753787994385,55.76923076923077,50.0,82.6923076923077,85.71428571428571,0.00035803100247513823,0.5946416854858398
22,1.3683118224143982,1.3518861532211304,63.46153846153846,57.142857142857146,80.76923076923077,85.71428571428571,0.000354102648555158,0.5897116661071777
23,1.3091661930084229,1.1763523817062378,69.23076923076923,78.57142857142857,82.6923076923077,85.71428571428571,0.0003500222139260921,0.5981485843658447
24,1.4271134734153748,1.2776613235473633,59.61538461538461,57.142857142857146,78.84615384615384,85.71428571428571,0.00034579372548428246,0.5936791896820068
25,1.2244765162467957,1.3016031980514526,75.0,57.142857142857146,82.6923076923077,85.71428571428571,0.0003414213562373096,0.5929832458496094
26,1.3597484827041626,1.4345784187316895,59.61538461538461,50.0,82.6923076923077,85.71428571428571,0.00033690942118573785,0.5945572853088379
27,1.2615799307823181,1.436960220336914,69.23076923076923,42.857142857142854,82.6923076923077,85.71428571428571,0.0003322623730647305,0.5989711284637451
28,1.231988251209259,1.09837007522583,69.23076923076923,71.42857142857143,82.6923076923077,85.71428571428571,0.00032748479794973803,0.5868527889251709
