epoch,train_loss,val_loss,train_acc_action,train_acc_status,val_acc_action,val_acc_status,learning_rate
1,1.8150023818016052,1.7945752143859863,0.28846153846153844,0.17307692307692307,0.35714285714285715,0.14285714285714285,0.0004
2,1.8070440888404846,1.7897632122039795,0.36538461538461536,0.23076923076923078,0.35714285714285715,0.14285714285714285,0.0004
3,1.8044493198394775,1.784867286682129,0.34615384615384615,0.28846153846153844,0.35714285714285715,0.14285714285714285,0.0004
4,1.7960783243179321,1.7799224853515625,0.34615384615384615,0.5192307692307693,0.35714285714285715,0.8571428571428571,0.0004
5,1.7861713767051697,1.7748908996582031,0.34615384615384615,0.6153846153846154,0.35714285714285715,0.8571428571428571,0.0004
6,1.7893103957176208,1.7695441246032715,0.38461538461538464,0.5384615384615384,0.35714285714285715,0.8571428571428571,0.0004
7,1.7748587727546692,1.7642598152160645,0.25,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
8,1.7762814164161682,1.7584948539733887,0.25,0.8076923076923077,0.35714285714285715,0.8571428571428571,0.0004
9,1.7712219953536987,1.7514221668243408,0.28846153846153844,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
10,1.7589773535728455,1.7417075634002686,0.21153846153846154,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
11,1.7624804377555847,1.7296192646026611,0.1346153846153846,0.8461538461538461,0.35714285714285715,0.8571428571428571,0.0004
12,1.7393629550933838,1.7123379707336426,0.28846153846153844,0.8269230769230769,0.42857142857142855,0.8571428571428571,0.0004
13,1.6997257471084595,1.6827380657196045,0.38461538461538464,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
14,1.6985701322555542,1.6160931587219238,0.3269230769230769,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
15,1.6618816256523132,1.5676788091659546,0.38461538461538464,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
16,1.6340839266777039,1.561036467552185,0.40384615384615385,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
17,1.550632655620575,1.558007001876831,0.40384615384615385,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
18,1.5614979267120361,1.5541682243347168,0.3269230769230769,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
19,1.5039536356925964,1.5510457754135132,0.4230769230769231,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
20,1.659428894519806,1.5493234395980835,0.3076923076923077,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
21,1.609015703201294,1.5448213815689087,0.38461538461538464,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
22,1.6404979228973389,1.5398445129394531,0.3269230769230769,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
23,1.6377229690551758,1.5360047817230225,0.4230769230769231,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
24,1.6710799932479858,1.5340107679367065,0.2692307692307692,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
25,1.5947463512420654,1.5350303649902344,0.28846153846153844,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
26,1.5723230242729187,1.5380723476409912,0.28846153846153844,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
27,1.5537930130958557,1.5409318208694458,0.38461538461538464,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
28,1.5544211864471436,1.5423977375030518,0.3076923076923077,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
29,1.6172415614128113,1.54296875,0.38461538461538464,0.8269230769230769,0.42857142857142855,0.8571428571428571,0.0004
30,1.639463484287262,1.5432472229003906,0.2692307692307692,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
31,1.6390897631645203,1.5430335998535156,0.21153846153846154,0.8269230769230769,0.2857142857142857,0.8571428571428571,0.0004
32,1.630398690700531,1.5431740283966064,0.40384615384615385,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
33,1.5969979166984558,1.5423150062561035,0.34615384615384615,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
34,1.6079891324043274,1.540694236755371,0.28846153846153844,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
35,1.593508780002594,1.5383797883987427,0.3269230769230769,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
36,1.5652433633804321,1.5357232093811035,0.36538461538461536,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
37,1.6639548540115356,1.5336580276489258,0.25,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
38,1.600997507572174,1.5328394174575806,0.3269230769230769,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
39,1.6085802912712097,1.5313278436660767,0.3076923076923077,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
40,1.5669090747833252,1.5296680927276611,0.4230769230769231,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
41,1.5795853734016418,1.5275015830993652,0.34615384615384615,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
42,1.5349395871162415,1.525009036064148,0.40384615384615385,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
43,1.6454446911811829,1.5226644277572632,0.28846153846153844,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
44,1.6420837044715881,1.5217262506484985,0.2692307692307692,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
45,1.6327938437461853,1.522078514099121,0.2692307692307692,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
46,1.5895951390266418,1.5217610597610474,0.38461538461538464,0.8269230769230769,0.21428571428571427,0.8571428571428571,0.0004
47,1.605436384677887,1.5211920738220215,0.3269230769230769,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
48,1.6508472561836243,1.522209882736206,0.2692307692307692,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
49,1.5713117122650146,1.523508071899414,0.2692307692307692,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
50,1.5911722779273987,1.5250003337860107,0.4230769230769231,0.8269230769230769,0.35714285714285715,0.8571428571428571,0.0004
51,1.6337822079658508,1.5252251625061035,0.36538461538461536,0.8269230769230769,0.35714285714285715,0.8571428571428571,4e-05
52,1.5770886540412903,1.5254731178283691,0.2692307692307692,0.8269230769230769,0.35714285714285715,0.8571428571428571,4e-05
53,1.5853634476661682,1.525691270828247,0.21153846153846154,0.8269230769230769,0.35714285714285715,0.8571428571428571,4e-05
54,1.5387364625930786,1.525948166847229,0.4230769230769231,0.8269230769230769,0.35714285714285715,0.8571428571428571,4e-05
55,1.5402143597602844,1.5261523723602295,0.4807692307692308,0.8269230769230769,0.2857142857142857,0.8571428571428571,4e-05
56,1.5497634410858154,1.5263235569000244,0.46153846153846156,0.8269230769230769,0.21428571428571427,0.8571428571428571,4e-05
57,1.539690911769867,1.5263806581497192,0.4807692307692308,0.8269230769230769,0.21428571428571427,0.8571428571428571,4e-05
58,1.6030452251434326,1.5264921188354492,0.25,0.8269230769230769,0.21428571428571427,0.8571428571428571,4e-05
59,1.5496287941932678,1.526705265045166,0.36538461538461536,0.8269230769230769,0.21428571428571427,0.8571428571428571,4e-05
60,1.5780439376831055,1.5269056558609009,0.38461538461538464,0.8269230769230769,0.21428571428571427,0.8571428571428571,4e-05
61,1.5205392241477966,1.5270503759384155,0.4807692307692308,0.8269230769230769,0.21428571428571427,0.8571428571428571,4e-05
62,1.65129816532135,1.527146816253662,0.3269230769230769,0.8269230769230769,0.21428571428571427,0.8571428571428571,4e-05
63,1.5844022631645203,1.5275611877441406,0.28846153846153844,0.8269230769230769,0.21428571428571427,0.8571428571428571,4e-05
64,1.6585711240768433,1.5276696681976318,0.28846153846153844,0.8269230769230769,0.21428571428571427,0.8571428571428571,4e-05
65,1.56345534324646,1.5278985500335693,0.4423076923076923,0.8269230769230769,0.21428571428571427,0.8571428571428571,4e-05
66,1.6312479972839355,1.5279920101165771,0.3269230769230769,0.8269230769230769,0.21428571428571427,0.8571428571428571,4e-05
67,1.5737351775169373,1.528151512145996,0.5,0.8269230769230769,0.21428571428571427,0.8571428571428571,4e-05
68,1.5426048040390015,1.5282483100891113,0.40384615384615385,0.8269230769230769,0.21428571428571427,0.8571428571428571,4e-05
69,1.6100360751152039,1.5282597541809082,0.34615384615384615,0.8269230769230769,0.21428571428571427,0.8571428571428571,4e-05
70,1.6405007243156433,1.528633713722229,0.34615384615384615,0.8269230769230769,0.21428571428571427,0.8571428571428571,4e-05
71,1.6232641339302063,1.5286720991134644,0.28846153846153844,0.8269230769230769,0.21428571428571427,0.8571428571428571,4e-05
